type,name,description,time,price,location,area,note,id,full_text,vector_search
see,Chua Bao Quang,wooden vietnamese temple,morning,free,52 Hoang Hoa Tham,center,Simple wooden temple surrounded by jackfruit trees and incense smoke. Known for chanting at dawn.,see_197,wooden vietnamese temple morning free 52 Hoang Hoa Tham center Simple wooden temple surrounded by jackfruit trees and incense smoke. Known for chanting at dawn.,Simple wooden temple surrounded by jackfruit trees and incense smoke. Known for chanting at dawn.
see,The Wanderlust Cafe,travel-themed coffee shop,morning,40k VND (~1.6$),42 Phan Tu,beach,"Maps on the walls, postcards, and global playlist. Perfect for digital nomads and solo travelers.",see_198,"travel-themed coffee shop morning 40k VND (~1.6$) 42 Phan Tu beach Maps on the walls, postcards, and global playlist. Perfect for digital nomads and solo travelers.","Maps on the walls, postcards, and global playlist. Perfect for digital nomads and solo travelers."
stay,Danang Riverside Hotel,hotel,all-day,1.2M VND (~48$)/night,A30 Tran Hung Dao,river,"Danang Riverside Hotel offers spacious rooms with river views, buffet breakfast, and a short walk to Dragon Bridge.",stay_199,"hotel all-day 1.2M VND (~48$)/night A30 Tran Hung Dao river Danang Riverside Hotel offers spacious rooms with river views, buffet breakfast, and a short walk to Dragon Bridge.","Danang Riverside Hotel offers spacious rooms with river views, buffet breakfast, and a short walk to Dragon Bridge."
stay,Minh Boutique Hotel,hotel,all-day,850k VND (~34$)/night,166 Tran Phu,center,"Minh Boutique Hotel features modern design, rooftop pool, and walking distance to food streets.",stay_200,"hotel all-day 850k VND (~34$)/night 166 Tran Phu center Minh Boutique Hotel features modern design, rooftop pool, and walking distance to food streets.","Minh Boutique Hotel features modern design, rooftop pool, and walking distance to food streets."
stay,Luna House Homestay,homestay,all-day,400k VND (~16$)/night,31 An Thuong 4,beach,"Luna House Homestay offers cozy rooms, friendly hosts, and 5 minutes walk to My Khe Beach.",stay_201,"homestay all-day 400k VND (~16$)/night 31 An Thuong 4 beach Luna House Homestay offers cozy rooms, friendly hosts, and 5 minutes walk to My Khe Beach.","Luna House Homestay offers cozy rooms, friendly hosts, and 5 minutes walk to My Khe Beach."
stay,Tia Wellness Resort,resort,all-day,5M VND (~200$)/night,Vo Nguyen Giap Street,beach,"Luxury beachfront resort with private pool villas, wellness spa, and healthy dining options.",stay_202,"resort all-day 5M VND (~200$)/night Vo Nguyen Giap Street beach Luxury beachfront resort with private pool villas, wellness spa, and healthy dining options.","Luxury beachfront resort with private pool villas, wellness spa, and healthy dining options."
stay,Federica House Da Nang,homestay,all-day,500k VND (~20$)/night,21 Ly Thuong Kiet,center,"Federica House is an Italian-style homestay with airy balconies and clean, artsy rooms.",stay_203,"homestay all-day 500k VND (~20$)/night 21 Ly Thuong Kiet center Federica House is an Italian-style homestay with airy balconies and clean, artsy rooms.","Federica House is an Italian-style homestay with airy balconies and clean, artsy rooms."
stay,Golden Sea Hotel,hotel,all-day,900k VND (~36$)/night,242 Vo Nguyen Giap,beach,"Located right across My Khe Beach, Golden Sea Hotel offers ocean view rooms and free breakfast buffet.",stay_204,"hotel all-day 900k VND (~36$)/night 242 Vo Nguyen Giap beach Located right across My Khe Beach, Golden Sea Hotel offers ocean view rooms and free breakfast buffet.","Located right across My Khe Beach, Golden Sea Hotel offers ocean view rooms and free breakfast buffet."
stay,Memory Hostel,hostel,all-day,200k VND (~8$)/night,03 Tran Quoc Toan,center,"Stylish budget hostel with bunk beds, vintage decor, and a rooftop chill space.",stay_205,"hostel all-day 200k VND (~8$)/night 03 Tran Quoc Toan center Stylish budget hostel with bunk beds, vintage decor, and a rooftop chill space.","Stylish budget hostel with bunk beds, vintage decor, and a rooftop chill space."
stay,The Blossom Resort,resort,all-day,3M VND (~120$)/night,"Lot 22, Tran Hung Dao",river,"Japanese-style resort along Han River with hot bath, garden villas, and quiet ambiance.",stay_206,"resort all-day 3M VND (~120$)/night Lot 22, Tran Hung Dao river Japanese-style resort along Han River with hot bath, garden villas, and quiet ambiance.","Japanese-style resort along Han River with hot bath, garden villas, and quiet ambiance."
stay,Kon-Tiki Da Nang Hostel,hostel,all-day,150k VND (~6$)/night,79 Hoang Ke Viem,beach,"Colorful hostel near the beach with social area, bar, and weekly events for backpackers.",stay_207,"hostel all-day 150k VND (~6$)/night 79 Hoang Ke Viem beach Colorful hostel near the beach with social area, bar, and weekly events for backpackers.","Colorful hostel near the beach with social area, bar, and weekly events for backpackers."
stay,Mai Boutique Villa,villa,all-day,1.1M VND (~44$)/night,116 Nguyen Van Thoai,beach,"Chic villa-style hotel with garden view rooms, close to beach and many eateries.",stay_208,"villa all-day 1.1M VND (~44$)/night 116 Nguyen Van Thoai beach Chic villa-style hotel with garden view rooms, close to beach and many eateries.","Chic villa-style hotel with garden view rooms, close to beach and many eateries."
stay,Fivitel Boutique Da Nang,hotel,all-day,1.3M VND (~52$)/night,202 Nguyen Chi Thanh,center,"Elegant boutique hotel with European interiors, rooftop pool, and fine dining restaurant.",stay_209,"hotel all-day 1.3M VND (~52$)/night 202 Nguyen Chi Thanh center Elegant boutique hotel with European interiors, rooftop pool, and fine dining restaurant.","Elegant boutique hotel with European interiors, rooftop pool, and fine dining restaurant."
stay,Moc House Homestay,homestay,all-day,450k VND (~18$)/night,47 An Thuong 5,beach,Wood-themed homestay with spacious kitchen and helpful hosts. Walkable to cafes and beach.,stay_210,homestay all-day 450k VND (~18$)/night 47 An Thuong 5 beach Wood-themed homestay with spacious kitchen and helpful hosts. Walkable to cafes and beach.,Wood-themed homestay with spacious kitchen and helpful hosts. Walkable to cafes and beach.
stay,Hadana Boutique Hotel,hotel,all-day,1M VND (~40$)/night,Lot 2 Pham Van Dong,beach,"Boutique hotel with rooftop bar, free bike rentals, and stylish city view rooms.",stay_211,"hotel all-day 1M VND (~40$)/night Lot 2 Pham Van Dong beach Boutique hotel with rooftop bar, free bike rentals, and stylish city view rooms.","Boutique hotel with rooftop bar, free bike rentals, and stylish city view rooms."
stay,Aloha Riverside Hotel,hotel,all-day,750k VND (~30$)/night,Lot 6 Tran Hung Dao,river,"Clean, affordable hotel with Han River view, suitable for couples or families.",stay_212,"hotel all-day 750k VND (~30$)/night Lot 6 Tran Hung Dao river Clean, affordable hotel with Han River view, suitable for couples or families.","Clean, affordable hotel with Han River view, suitable for couples or families."
stay,P&B Homestay Da Nang,homestay,all-day,380k VND (~15$)/night,98 Nguyen Chi Thanh,center,"Minimalist homestay with shared kitchen, close to Han Market and riverfront.",stay_213,"homestay all-day 380k VND (~15$)/night 98 Nguyen Chi Thanh center Minimalist homestay with shared kitchen, close to Han Market and riverfront.","Minimalist homestay with shared kitchen, close to Han Market and riverfront."
stay,Sala Danang Beach Hotel,hotel,all-day,1.5M VND (~60$)/night,36 Lam Hoanh,beach,"Modern hotel with sea-facing rooms, infinity pool, and in-house restaurant.",stay_214,"hotel all-day 1.5M VND (~60$)/night 36 Lam Hoanh beach Modern hotel with sea-facing rooms, infinity pool, and in-house restaurant.","Modern hotel with sea-facing rooms, infinity pool, and in-house restaurant."
stay,Alacarte Da Nang Beach Hotel,hotel,all-day,1.7M VND (~68$)/night,200 Vo Nguyen Giap,beach,"Luxury beachfront hotel with rooftop bar, spacious suites, and wellness spa.",stay_215,"hotel all-day 1.7M VND (~68$)/night 200 Vo Nguyen Giap beach Luxury beachfront hotel with rooftop bar, spacious suites, and wellness spa.","Luxury beachfront hotel with rooftop bar, spacious suites, and wellness spa."
stay,Tango Hostel,hostel,all-day,170k VND (~7$)/night,56 Le Quang Dao,beach,"Party-friendly hostel with lively common area, pub crawls, and beach access within 10 mins.",stay_216,"hostel all-day 170k VND (~7$)/night 56 Le Quang Dao beach Party-friendly hostel with lively common area, pub crawls, and beach access within 10 mins.","Party-friendly hostel with lively common area, pub crawls, and beach access within 10 mins."
stay,Dunhill Boutique Hotel,hotel,all-day,950k VND (~38$)/night,87 Ha Bong,beach,"Clean and classy hotel offering airport transfer, breakfast, and helpful local tips.",stay_217,"hotel all-day 950k VND (~38$)/night 87 Ha Bong beach Clean and classy hotel offering airport transfer, breakfast, and helpful local tips.","Clean and classy hotel offering airport transfer, breakfast, and helpful local tips."
stay,Green Garden House,homestay,all-day,420k VND (~17$)/night,18 Hoang Dieu,center,"A quiet green oasis with garden courtyard, pets allowed, and family-style breakfast.",stay_218,"homestay all-day 420k VND (~17$)/night 18 Hoang Dieu center A quiet green oasis with garden courtyard, pets allowed, and family-style breakfast.","A quiet green oasis with garden courtyard, pets allowed, and family-style breakfast."
stay,Richico Apartments and Hotel,hotel,all-day,1.2M VND (~48$)/night,176 Nguyen Van Thoai,beach,"Serviced apartments with full kitchen, ideal for long stays and families.",stay_219,"hotel all-day 1.2M VND (~48$)/night 176 Nguyen Van Thoai beach Serviced apartments with full kitchen, ideal for long stays and families.","Serviced apartments with full kitchen, ideal for long stays and families."
stay,DanaSea Hotel,hotel,all-day,680k VND (~27$)/night,10 An Thuong 2,beach,Simple hotel with clean rooms and close proximity to beach and Western restaurants.,stay_220,hotel all-day 680k VND (~27$)/night 10 An Thuong 2 beach Simple hotel with clean rooms and close proximity to beach and Western restaurants.,Simple hotel with clean rooms and close proximity to beach and Western restaurants.
stay,Sofia Suite Hotel and Spa,hotel,all-day,1.3M VND (~52$)/night,Lot 15 Pham Van Dong,beach,"High-end service with spa, cozy suites, and a walk to My Khe Beach.",stay_221,"hotel all-day 1.3M VND (~52$)/night Lot 15 Pham Van Dong beach High-end service with spa, cozy suites, and a walk to My Khe Beach.","High-end service with spa, cozy suites, and a walk to My Khe Beach."
stay,Christina's Da Nang,homestay,all-day,850k VND (~34$)/night,68 Vo Van Kiet,center,Stylish apartments run by local hosts. Great for couples and remote workers.,stay_222,homestay all-day 850k VND (~34$)/night 68 Vo Van Kiet center Stylish apartments run by local hosts. Great for couples and remote workers.,Stylish apartments run by local hosts. Great for couples and remote workers.
stay,The Glomad Danang Hotel,hostel,all-day,250k VND (~10$)/night,3 Nguyen Van Thoai,beach,"Coworking-friendly hostel with clean bunks, rooftop, and international travelers vibe.",stay_223,"hostel all-day 250k VND (~10$)/night 3 Nguyen Van Thoai beach Coworking-friendly hostel with clean bunks, rooftop, and international travelers vibe.","Coworking-friendly hostel with clean bunks, rooftop, and international travelers vibe."
stay,Ariel Homes Boutique Hotel,hotel,all-day,1.1M VND (~44$)/night,64 An Thuong 1,beach,"Boutique hotel with personalized service, clean rooms, and 5-minute walk to the beach.",stay_224,"hotel all-day 1.1M VND (~44$)/night 64 An Thuong 1 beach Boutique hotel with personalized service, clean rooms, and 5-minute walk to the beach.","Boutique hotel with personalized service, clean rooms, and 5-minute walk to the beach."
stay,Under The Coconut Tree Homestay,homestay,all-day,500k VND (~20$)/night,09 My An 5,beach,"Beachy-style homestay with hammocks, friendly dogs, and local breakfast under palm trees.",stay_225,"homestay all-day 500k VND (~20$)/night 09 My An 5 beach Beachy-style homestay with hammocks, friendly dogs, and local breakfast under palm trees.","Beachy-style homestay with hammocks, friendly dogs, and local breakfast under palm trees."
stay,Altara Suites Da Nang,hotel,all-day,2.2M VND (~88$)/night,120 Vo Nguyen Giap,beach,"Luxury apartment-style hotel with kitchen, ocean view, and rooftop infinity pool.",stay_226,"hotel all-day 2.2M VND (~88$)/night 120 Vo Nguyen Giap beach Luxury apartment-style hotel with kitchen, ocean view, and rooftop infinity pool.","Luxury apartment-style hotel with kitchen, ocean view, and rooftop infinity pool."
stay,The Light Hotel,hotel,all-day,800k VND (~32$)/night,90 Le Quang Dao,beach,"Affordable hotel near nightlife streets, offering breakfast and bike rental.",stay_227,"hotel all-day 800k VND (~32$)/night 90 Le Quang Dao beach Affordable hotel near nightlife streets, offering breakfast and bike rental.","Affordable hotel near nightlife streets, offering breakfast and bike rental."
stay,Salmalia Boutique Hotel,hotel,all-day,1.5M VND (~60$)/night,52 Lam Hoanh,beach,"Boutique hotel with cozy design, small pool, and friendly staff. Walkable to My Khe Beach.",stay_228,"hotel all-day 1.5M VND (~60$)/night 52 Lam Hoanh beach Boutique hotel with cozy design, small pool, and friendly staff. Walkable to My Khe Beach.","Boutique hotel with cozy design, small pool, and friendly staff. Walkable to My Khe Beach."
stay,Rom Casa Da Nang,hostel,all-day,250k VND (~10$)/night,72 Nguyen Cong Sau,beach,Eco-style container hostel with colorful decor and social garden lounge.,stay_229,hostel all-day 250k VND (~10$)/night 72 Nguyen Cong Sau beach Eco-style container hostel with colorful decor and social garden lounge.,Eco-style container hostel with colorful decor and social garden lounge.
stay,An Thinh Loc Homestay,homestay,all-day,400k VND (~16$)/night,11 Le Quang Dao,beach,"Homey and quiet, with private rooms and walkable to An Thuong foreigner area.",stay_230,"homestay all-day 400k VND (~16$)/night 11 Le Quang Dao beach Homey and quiet, with private rooms and walkable to An Thuong foreigner area.","Homey and quiet, with private rooms and walkable to An Thuong foreigner area."
stay,Naman Retreat,resort,all-day,5.5M VND (~220$)/night,Truong Sa Street,beach,"5-star wellness resort with bamboo architecture, beach yoga, and private plunge pools.",stay_231,"resort all-day 5.5M VND (~220$)/night Truong Sa Street beach 5-star wellness resort with bamboo architecture, beach yoga, and private plunge pools.","5-star wellness resort with bamboo architecture, beach yoga, and private plunge pools."
stay,Sea Phoenix Hotel,hotel,all-day,750k VND (~30$)/night,115 Ho Xuan Huong,beach,Classic beach hotel with rooftop pool and partial sea view rooms at affordable price.,stay_232,hotel all-day 750k VND (~30$)/night 115 Ho Xuan Huong beach Classic beach hotel with rooftop pool and partial sea view rooms at affordable price.,Classic beach hotel with rooftop pool and partial sea view rooms at affordable price.
stay,Barney's Danang Backpackers House,hostel,all-day,180k VND (~7$)/night,169 Tran Hung Dao,river,"Backpacker hostel with movie room, game nights, and welcoming international vibe.",stay_233,"hostel all-day 180k VND (~7$)/night 169 Tran Hung Dao river Backpacker hostel with movie room, game nights, and welcoming international vibe.","Backpacker hostel with movie room, game nights, and welcoming international vibe."
stay,Adaline Hotel and Suite,hotel,all-day,1M VND (~40$)/night,45-47 Vo Van Kiet,center,Modern suites with city view and close proximity to beach and bridges.,stay_234,hotel all-day 1M VND (~40$)/night 45-47 Vo Van Kiet center Modern suites with city view and close proximity to beach and bridges.,Modern suites with city view and close proximity to beach and bridges.
stay,Kaia Residence Danang,homestay,all-day,850k VND (~34$)/night,68 Nguyen Chi Thanh,center,Minimalist serviced apartment for longer stays with full kitchen and desk.,stay_235,homestay all-day 850k VND (~34$)/night 68 Nguyen Chi Thanh center Minimalist serviced apartment for longer stays with full kitchen and desk.,Minimalist serviced apartment for longer stays with full kitchen and desk.
stay,Tropical Forest Villa,villa,all-day,3.2M VND (~128$)/night,Hoa Hai Ward,south,"Private villa with lush gardens, pool, and outdoor kitchen. Great for group retreats.",stay_236,"villa all-day 3.2M VND (~128$)/night Hoa Hai Ward south Private villa with lush gardens, pool, and outdoor kitchen. Great for group retreats.","Private villa with lush gardens, pool, and outdoor kitchen. Great for group retreats."
stay,Sen Boutique Hotel,hotel,all-day,1.3M VND (~52$)/night,60 An Thuong 29,beach,"Clean, well-rated hotel with rooftop breakfast and close to many international restaurants.",stay_237,"hotel all-day 1.3M VND (~52$)/night 60 An Thuong 29 beach Clean, well-rated hotel with rooftop breakfast and close to many international restaurants.","Clean, well-rated hotel with rooftop breakfast and close to many international restaurants."
stay,DNG Center Hotel,hotel,all-day,950k VND (~38$)/night,35 Nguyen Van Linh,center,"Centrally located hotel near shopping and cafes, offering airport pickup and clean rooms.",stay_238,"hotel all-day 950k VND (~38$)/night 35 Nguyen Van Linh center Centrally located hotel near shopping and cafes, offering airport pickup and clean rooms.","Centrally located hotel near shopping and cafes, offering airport pickup and clean rooms."
stay,Packo Hostel,hostel,all-day,200k VND (~8$)/night,44 Lam Hoanh,beach,"Famous for colorful shipping container rooms, cute courtyard, and friendly vibe.",stay_239,"hostel all-day 200k VND (~8$)/night 44 Lam Hoanh beach Famous for colorful shipping container rooms, cute courtyard, and friendly vibe.","Famous for colorful shipping container rooms, cute courtyard, and friendly vibe."
stay,Cicilia Hotel and Spa,hotel,all-day,1.4M VND (~56$)/night,Lô 7-8-9 Vo Van Kiet,beach,"Luxury hotel with two rooftop pools, beach access, and full spa service.",stay_240,"hotel all-day 1.4M VND (~56$)/night Lô 7-8-9 Vo Van Kiet beach Luxury hotel with two rooftop pools, beach access, and full spa service.","Luxury hotel with two rooftop pools, beach access, and full spa service."
stay,Zari House,homestay,all-day,420k VND (~17$)/night,20 An Thuong 6,beach,"Local-run homestay with air-con rooms, shared kitchen, and rooftop garden.",stay_241,"homestay all-day 420k VND (~17$)/night 20 An Thuong 6 beach Local-run homestay with air-con rooms, shared kitchen, and rooftop garden.","Local-run homestay with air-con rooms, shared kitchen, and rooftop garden."
stay,Haka Hotel and Apartment,hotel,all-day,1.1M VND (~44$)/night,53-55 An Thuong 26,beach,"Boutique hotel with rooftop gym, modern decor, and close to beach cafés.",stay_242,"hotel all-day 1.1M VND (~44$)/night 53-55 An Thuong 26 beach Boutique hotel with rooftop gym, modern decor, and close to beach cafés.","Boutique hotel with rooftop gym, modern decor, and close to beach cafés."
stay,Moc Lan Villa,villa,all-day,2.5M VND (~100$)/night,39 Le Van Luong,center,"Private villa with traditional Vietnamese style, courtyard, and full kitchen. Great for families.",stay_243,"villa all-day 2.5M VND (~100$)/night 39 Le Van Luong center Private villa with traditional Vietnamese style, courtyard, and full kitchen. Great for families.","Private villa with traditional Vietnamese style, courtyard, and full kitchen. Great for families."
stay,Ocean Villa Danang,villa,all-day,6M VND (~240$)/night,Truong Sa Street,south,"High-end beachfront villa with private pool, butler service, and luxury amenities.",stay_244,"villa all-day 6M VND (~240$)/night Truong Sa Street south High-end beachfront villa with private pool, butler service, and luxury amenities.","High-end beachfront villa with private pool, butler service, and luxury amenities."
stay,Karma Nest Da Nang,homestay,all-day,600k VND (~24$)/night,9 An Thuong 32,beach,"Boho-chic homestay with plant-filled balconies, open kitchen, and peaceful vibes.",stay_245,"homestay all-day 600k VND (~24$)/night 9 An Thuong 32 beach Boho-chic homestay with plant-filled balconies, open kitchen, and peaceful vibes.","Boho-chic homestay with plant-filled balconies, open kitchen, and peaceful vibes."
stay,San Marino Boutique Hotel,hotel,all-day,1.2M VND (~48$)/night,161-163 Vo Van Kiet,center,Elegant hotel near Han River with rooftop bar and panoramic city view.,stay_246,hotel all-day 1.2M VND (~48$)/night 161-163 Vo Van Kiet center Elegant hotel near Han River with rooftop bar and panoramic city view.,Elegant hotel near Han River with rooftop bar and panoramic city view.
stay,The Fish Hostel and Apartment,hostel,all-day,230k VND (~9$)/night,3 An Thuong 37,beach,"Chic hostel with studio rooms and dorms, great for both budget and longer stays.",stay_247,"hostel all-day 230k VND (~9$)/night 3 An Thuong 37 beach Chic hostel with studio rooms and dorms, great for both budget and longer stays.","Chic hostel with studio rooms and dorms, great for both budget and longer stays."
stay,Lavie Stay Danang,homestay,all-day,450k VND (~18$)/night,11 Tran Bach Dang,beach,"Peaceful rooms with sea breeze, local food nearby, and strong Wi-Fi for remote work.",stay_248,"homestay all-day 450k VND (~18$)/night 11 Tran Bach Dang beach Peaceful rooms with sea breeze, local food nearby, and strong Wi-Fi for remote work.","Peaceful rooms with sea breeze, local food nearby, and strong Wi-Fi for remote work."
stay,Stella Maris Beach Danang,hotel,all-day,1.7M VND (~68$)/night,03 Vo Van Kiet,beach,"Stylish beachfront hotel with sky bar, rooftop infinity pool, and modern minimalist design.",stay_249,"hotel all-day 1.7M VND (~68$)/night 03 Vo Van Kiet beach Stylish beachfront hotel with sky bar, rooftop infinity pool, and modern minimalist design.","Stylish beachfront hotel with sky bar, rooftop infinity pool, and modern minimalist design."
stay,Sofia Boutique Hotel,hotel,all-day,1.1M VND (~44$)/night,Slot 15 Pham Van Dong,beach,"Family-run hotel with warm service, clean rooms, and only 5 minutes from My Khe Beach.",stay_250,"hotel all-day 1.1M VND (~44$)/night Slot 15 Pham Van Dong beach Family-run hotel with warm service, clean rooms, and only 5 minutes from My Khe Beach.","Family-run hotel with warm service, clean rooms, and only 5 minutes from My Khe Beach."
stay,Mường Thanh Luxury Danang Hotel,hotel,all-day,2M VND (~80$)/night,270 Vo Nguyen Giap,beach,"4-star luxury with large rooms, sea view, conference center, and buffet breakfast.",stay_251,"hotel all-day 2M VND (~80$)/night 270 Vo Nguyen Giap beach 4-star luxury with large rooms, sea view, conference center, and buffet breakfast.","4-star luxury with large rooms, sea view, conference center, and buffet breakfast."
stay,Be's Home Danang,homestay,all-day,550k VND (~22$)/night,24 Tran Khanh Du,center,"Lovely decorated homestay with garden, handmade decor, and calm environment near river.",stay_252,"homestay all-day 550k VND (~22$)/night 24 Tran Khanh Du center Lovely decorated homestay with garden, handmade decor, and calm environment near river.","Lovely decorated homestay with garden, handmade decor, and calm environment near river."
stay,La Carte Da Nang Beach,hotel,all-day,1.9M VND (~76$)/night,59 Le Duan,beach,Modern suites with kitchenette and rooftop bar. Just a block away from My Khe Beach.,stay_253,hotel all-day 1.9M VND (~76$)/night 59 Le Duan beach Modern suites with kitchenette and rooftop bar. Just a block away from My Khe Beach.,Modern suites with kitchenette and rooftop bar. Just a block away from My Khe Beach.
stay,The Code Hotel and Spa,hotel,all-day,1.3M VND (~52$)/night,85-87 Nguyen Van Thoai,beach,"New hotel with rooftop pool, sea-view gym, and spacious deluxe rooms.",stay_254,"hotel all-day 1.3M VND (~52$)/night 85-87 Nguyen Van Thoai beach New hotel with rooftop pool, sea-view gym, and spacious deluxe rooms.","New hotel with rooftop pool, sea-view gym, and spacious deluxe rooms."
stay,Tabalo Hostel Danang,hostel,all-day,200k VND (~8$)/night,20 An Thuong 4,beach,Colorful social hostel with rooftop bar and lounge area for young travelers.,stay_255,hostel all-day 200k VND (~8$)/night 20 An Thuong 4 beach Colorful social hostel with rooftop bar and lounge area for young travelers.,Colorful social hostel with rooftop bar and lounge area for young travelers.
stay,Maison Phuong Hotel,hotel,all-day,800k VND (~32$)/night,62 Tran Phu,center,"Simple, clean rooms in central location near Han Market and Dragon Bridge.",stay_256,"hotel all-day 800k VND (~32$)/night 62 Tran Phu center Simple, clean rooms in central location near Han Market and Dragon Bridge.","Simple, clean rooms in central location near Han Market and Dragon Bridge."
stay,Balcona Hotel Da Nang,hotel,all-day,1.5M VND (~60$)/night,288 Vo Nguyen Giap,beach,Elegant high-rise hotel with beach-facing balconies and beautiful sunset views.,stay_257,hotel all-day 1.5M VND (~60$)/night 288 Vo Nguyen Giap beach Elegant high-rise hotel with beach-facing balconies and beautiful sunset views.,Elegant high-rise hotel with beach-facing balconies and beautiful sunset views.
stay,Moc Lan Homestay,homestay,all-day,480k VND (~19$)/night,17 Chau Thi Vinh Te,center,"Small cozy home with wood interiors, rooftop garden, and great value for couples.",stay_258,"homestay all-day 480k VND (~19$)/night 17 Chau Thi Vinh Te center Small cozy home with wood interiors, rooftop garden, and great value for couples.","Small cozy home with wood interiors, rooftop garden, and great value for couples."
stay,Furama Resort Danang,resort,all-day,5.2M VND (~208$)/night,105 Vo Nguyen Giap,beach,"Legendary 5-star beachfront resort with colonial style, fine dining, and full spa.",stay_259,"resort all-day 5.2M VND (~208$)/night 105 Vo Nguyen Giap beach Legendary 5-star beachfront resort with colonial style, fine dining, and full spa.","Legendary 5-star beachfront resort with colonial style, fine dining, and full spa."
stay,Hanami Hotel Danang,hotel,all-day,950k VND (~38$)/night,61-63 Hoang Ke Viem,beach,"Clean hotel with Japanese-style touches, self-service laundry, and great location.",stay_260,"hotel all-day 950k VND (~38$)/night 61-63 Hoang Ke Viem beach Clean hotel with Japanese-style touches, self-service laundry, and great location.","Clean hotel with Japanese-style touches, self-service laundry, and great location."
stay,Tropicana Villa,villa,all-day,2.8M VND (~112$)/night,K38 Tran Hung Dao,river,"Private villa with modern interiors, pool, and balcony with Han River view.",stay_261,"villa all-day 2.8M VND (~112$)/night K38 Tran Hung Dao river Private villa with modern interiors, pool, and balcony with Han River view.","Private villa with modern interiors, pool, and balcony with Han River view."
stay,Cloudy Homestay,homestay,all-day,390k VND (~16$)/night,42 Le Huu Trac,beach,"Cute and quiet place with shared kitchen, Netflix, and walkable to local food stalls.",stay_262,"homestay all-day 390k VND (~16$)/night 42 Le Huu Trac beach Cute and quiet place with shared kitchen, Netflix, and walkable to local food stalls.","Cute and quiet place with shared kitchen, Netflix, and walkable to local food stalls."
stay,Bella Boutique Villa,villa,all-day,3M VND (~120$)/night,32 An Thuong 33,beach,"Villa-style boutique property with tropical garden, ideal for friend groups or families.",stay_263,"villa all-day 3M VND (~120$)/night 32 An Thuong 33 beach Villa-style boutique property with tropical garden, ideal for friend groups or families.","Villa-style boutique property with tropical garden, ideal for friend groups or families."
stay,Galaxy Hotel Danang,hotel,all-day,880k VND (~35$)/night,95 Nguyen Chi Thanh,center,Well-located midrange hotel with free breakfast and good Wi-Fi for business travelers.,stay_264,hotel all-day 880k VND (~35$)/night 95 Nguyen Chi Thanh center Well-located midrange hotel with free breakfast and good Wi-Fi for business travelers.,Well-located midrange hotel with free breakfast and good Wi-Fi for business travelers.
stay,L'Esperanté Boutique Hotel,hotel,all-day,1.1M VND (~44$)/night,134 Ho Nghinh,beach,"Minimal white-themed hotel with rooftop cafe and clean, elegant rooms.",stay_265,"hotel all-day 1.1M VND (~44$)/night 134 Ho Nghinh beach Minimal white-themed hotel with rooftop cafe and clean, elegant rooms.","Minimal white-themed hotel with rooftop cafe and clean, elegant rooms."
stay,Rose Garden Homestay,homestay,all-day,400k VND (~16$)/night,21 Tran Quoc Toan,center,"Family-run homestay with backyard garden, breakfast included, and homely feel.",stay_266,"homestay all-day 400k VND (~16$)/night 21 Tran Quoc Toan center Family-run homestay with backyard garden, breakfast included, and homely feel.","Family-run homestay with backyard garden, breakfast included, and homely feel."
stay,John Boutique Villa,villa,all-day,2.2M VND (~88$)/night,120 An Thuong 29,beach,"Spacious multi-floor villa with kitchen, group-friendly, and close to Western restaurants.",stay_267,"villa all-day 2.2M VND (~88$)/night 120 An Thuong 29 beach Spacious multi-floor villa with kitchen, group-friendly, and close to Western restaurants.","Spacious multi-floor villa with kitchen, group-friendly, and close to Western restaurants."
stay,Cicilia Hotel & Spa 2 Danang,hotel,all-day,1.4M VND (~56$)/night,96 Le Quang Dao,beach,"Modern interiors with city/sea views, spa service, and great location near beach.",stay_268,"hotel all-day 1.4M VND (~56$)/night 96 Le Quang Dao beach Modern interiors with city/sea views, spa service, and great location near beach.","Modern interiors with city/sea views, spa service, and great location near beach."
stay,K-House Apartment,homestay,all-day,650k VND (~26$)/night,27 Dinh Thi Hoa,center,"Serviced apartments with small kitchen, laundry, and motorbike rental available.",stay_269,"homestay all-day 650k VND (~26$)/night 27 Dinh Thi Hoa center Serviced apartments with small kitchen, laundry, and motorbike rental available.","Serviced apartments with small kitchen, laundry, and motorbike rental available."
stay,BlueSun Hotel Danang,hotel,all-day,1.6M VND (~64$)/night,230 Vo Nguyen Giap,beach,"Beachfront with rooftop lounge, buffet breakfast, and spacious sea-view suites.",stay_270,"hotel all-day 1.6M VND (~64$)/night 230 Vo Nguyen Giap beach Beachfront with rooftop lounge, buffet breakfast, and spacious sea-view suites.","Beachfront with rooftop lounge, buffet breakfast, and spacious sea-view suites."
stay,Da Nang Corner Homestay,homestay,all-day,450k VND (~18$)/night,12 Tran Bach Dang,center,"Warm, well-decorated space perfect for solo travelers or couples wanting quiet comfort.",stay_271,"homestay all-day 450k VND (~18$)/night 12 Tran Bach Dang center Warm, well-decorated space perfect for solo travelers or couples wanting quiet comfort.","Warm, well-decorated space perfect for solo travelers or couples wanting quiet comfort."
